event_id,shipment_reference,status,event_timestamp
cef565d5-1a26-45f8-8325-67653838cd04,TV-200126,in_transit,2026-07-05T09:00:00Z
71457ea7-5777-4e1f-8801-4fdab859c5b6,TV-200241,in_transit,2026-07-05T11:15:00Z
427d1c98-5ba0-45a9-af99-b91829eb0b86,TV-200008,in_transit,2026-07-06T15:48:00Z
aee30943-413f-43e7-bc1e-7b948127d323,TV-200137,in_transit,2026-07-03T06:24:00Z
09b6e718-1c47-4a42-b305-198533526df9,TV-200289,created,2026-07-06T01:05:00Z
386b0ab5-b16c-44ec-9ac2-b44013e9c42a,TV-200107,in_transit,2026-07-06T00:49:00Z
8f129b12-a45e-4423-9a7d-f2168dda9204,TV-200267,created,2026-07-01T22:00:00Z
0e3905bd-690c-47b1-b59b-19c2288612ea,TV-200173,created,2026-07-06T04:31:00Z
53b22dcf-3b8f-497d-9d90-98b5c93c46d9,TV-200188,created,2026-07-05T23:36:00Z
0343a319-0120-44e7-b9b7-a6ab86b6aea3,TV-200281,in_transit,2026-07-03T15:42:00Z
48ac7e0b-53b3-497b-bcc5-dcc7481760e9,TV-200235,created,2026-07-03T20:55:00Z
fbc95656-9ac7-4448-afff-b53436093812,TV-200022,in_transit,2026-07-04T10:23:00Z
4537b193-382e-4f29-aa2a-fbb63eab7812,TV-200234,picked_up,2026-07-02T14:43:00Z
f9b67c77-f64a-40cd-a80b-5d36ca4d955d,TV-200034,picked_up,2026-07-02T09:14:00Z
b549b537-804a-458c-ac89-e940e4d0a06b,TV-200215,created,2026-07-02T08:45:00Z
51f210a9-1199-40dc-b18b-58cb71e6d10e,TV-200025,in_transit,2026-07-02T01:29:00Z
d50319af-c2b9-4168-a965-f3c64ae2bc69,TV-200254,in_transit,2026-07-05T07:41:00Z
24ff9ce6-aed5-4100-8f37-f1b970cd66d8,TV-200109,picked_up,2026-07-04T05:21:00Z
68aa0fdd-a803-4ee0-936f-f53fc8297ab9,TV-200264,picked_up,2026-07-04T21:39:00Z
7c48d103-6a94-4b39-b378-b093b8ffaa0e,TV-200219,picked_up,2026-07-06T10:33:00Z
808de8df-5831-42aa-bc4e-7ac40898c3b3,TV-200060,created,2026-07-05T04:40:00Z
04e06c31-0866-4102-92b4-3e8b40586253,TV-200147,picked_up,2026-07-03T05:46:00Z
3eee5774-9a00-4529-9776-f477fb396162,TV-200093,failed,2026-07-03T03:52:00Z
8bb29b4d-b471-41e0-a980-52f8102f05a0,TV-200201,in_transit,2026-07-07T08:29:00Z
954bea6f-c809-4bfc-8b17-737e4864ddc2,TV-200236,created,2026-07-02T02:06:00Z
a76c1519-0432-451c-8a35-7a8773ceed5a,TV-200054,picked_up,2026-07-03T11:47:00Z
1baab9d5-012c-4ddb-9ebb-ad86bdfdbe42,TV-200252,created,2026-07-05T19:26:00Z
14eae323-6c78-40b8-ae3d-be19b0e1b536,TV-200083,picked_up,2026-07-03T17:06:00Z
3d804f7a-d16e-434b-9186-402683110089,TV-200187,created,2026-07-03T21:37:00Z
e4cfc94a-2651-4467-8ca8-afb2e0c67ed3,TV-200156,picked_up,2026-07-02T01:23:00Z
dfd8cef9-8574-4fce-be03-82ed0f0a5b6d,TV-200160,picked_up,2026-07-03T13:25:00Z
2353da56-7b2f-4b78-8ba6-fe2e324014a8,TV-200284,delivered,2026-07-02T18:06:00Z
e568a304-25e0-45a2-937b-bcba5a17cbbd,TV-200015,created,2026-07-05T09:12:00Z
049f803e-40d5-4b8e-be4c-36a40806c789,TV-200258,created,2026-07-02T03:48:00Z
b032760d-4670-4250-b7ef-627704da3b73,TV-200088,picked_up,2026-07-04T14:20:00Z
d4c3e465-2584-49d3-a8df-1d9c51429565,TV-200220,picked_up,2026-07-02T02:20:00Z
1e21dbef-8f92-4a4a-8d6f-f92ca8add63d,TV-200234,in_transit,2026-07-02T16:36:00Z
fbc95656-9ac7-4448-afff-b53436093812,TV-200022,in_transit,2026-07-04T10:23:00Z
001694c7-baac-4eef-8974-d7066352df09,TV-200196,in_transit,2026-07-02T05:03:00Z
4006e596-003b-416a-9132-8cf8f562af0d,TV-200166,created,2026-07-03T07:07:00Z
e7ec212e-30e0-417d-a83a-b4916398e8ba,TV-200178,picked_up,2026-07-06T07:53:00Z
d0756915-8400-4832-a7da-bc08efcafdeb,TV-200200,created,2026-07-05T21:28:00Z
41bfca90-7866-476f-b876-f596fe6d1c08,TV-200253,created,2026-07-01T17:52:00Z
7f540e5c-bea6-48de-a3e3-f05eb2e6bcd1,TV-200093,picked_up,2026-07-03T01:25:00Z
192f624c-77a6-4779-baa0-2b1bdb2b8209,TV-200307,picked_up,2026-07-04T19:18:00Z
b41bcace-c47c-449c-ae47-4626b9af446d,TV-200001,created,2026-07-01T23:57:00Z
3155db89-9f33-4f87-bbf9-6297d7200221,TV-200002,failed,2026-07-06T04:11:00Z
180a9988-6402-4159-a9e4-8357ea2b77a7,TV-200004,created,2026-07-01T21:31:00Z
1d1d99eb-adc8-430e-bdd3-db0dd03d2270,TV-200150,in_transit,2026-07-05T06:05:00Z
37fc3cae-e7cb-4eae-96dd-82875cc579b6,TV-200257,created,2026-07-01T16:42:00Z
04205fb1-bf63-4502-abe6-279ded998e9b,TV-200142,created,2026-07-04T16:00:00Z
e32c0535-41ed-4d8f-bb4f-a50af6a7f53f,TV-200142,picked_up,2026-07-04T18:55:00Z
34d3d650-ca5e-4041-ac3b-c5715f42f04e,TV-200068,picked_up,2026-07-03T17:13:00Z
b941f6e5-e732-44b1-b928-ad77af9b834a,TV-200139,picked_up,2026-07-02T12:01:00Z
ae9c085a-d812-43d4-84d3-f6c61b6acdaf,TV-200119,created,2026-07-06T06:28:00Z
d58bf62b-2357-44f6-afaa-7126b39ac453,TV-200266,picked_up,2026-07-04T13:23:00Z
18a3ac28-6ab8-4f61-9ea5-08c9dae8d183,TV-200092,created,2026-07-05T01:59:00Z
a7337eea-1c95-4fe3-ae18-299de8ab6f80,TV-200255,in_transit,2026-07-02T09:45:00Z
a427d612-f6ab-4e6a-9ec5-38fa076a73d2,TV-200008,picked_up,2026-07-06T14:44:00Z
b1696e42-9327-468f-87cc-3371868ae0f5,TV-200264,in_transit,2026-07-05T05:38:00Z
13cff538-d5fb-46c9-b785-4fc9a22dc3f7,TV-200289,in_transit,2026-07-06T19:19:00Z
5ed5c2cc-362a-474d-9b73-a5577f902b5a,TV-200146,created,2026-07-02T01:24:00Z
193819d4-6d5c-4b6c-ac46-f97dc1abd6fb,TV-200141,in_transit,2026-07-06T17:50:00Z
016ef286-9e85-4aec-9b7b-c2b33d551d1c,TV-200271,created,2026-07-04T09:49:00Z
123b2c8d-3e49-44c6-8365-92bb57f20fc5,TV-200175,picked_up,2026-07-04T00:44:00Z
71bcd0e4-8eb8-487e-8356-22c329b50028,TV-200030,in_transit,2026-07-02T06:39:00Z
2ebc6f0b-21c6-4e83-b4ba-e043589d98b6,TV-200144,picked_up,2026-07-05T08:12:00Z
657d576d-e893-4f33-9825-c6f8dd5249d9,TV-200297,created,2026-07-06T08:37:00Z
69fbf5ba-be15-499c-a569-e54241748f0a,TV-200187,in_transit,2026-07-04T11:30:00Z
ab55c857-d0c3-4f27-97d6-78d0dc2042f6,TV-200201,picked_up,2026-07-06T23:36:00Z
dd3ff1c3-3be2-4f29-a1e0-e5837fea4398,TV-200086,in_transit,2026-07-05T16:46:00Z
776ad2ce-d183-46bc-8ee3-3db593047983,TV-200099,picked_up,2026-07-03T08:55:00Z
05a4278c-9707-44b6-b170-7b9ec0bd2bc5,TV-200106,picked_up,2026-07-04T10:05:00Z
875eea5b-074c-4933-9c5d-ef772d674127,TV-200251,picked_up,2026-07-03T15:40:00Z
cb12b490-0f21-4a75-bde3-324f14ab1073,TV-200105,delivered,2026-07-06T18:59:00Z
6baf47e8-21c5-42ad-899d-1a082fd7bff8,TV-200150,delivered,2026-07-05T15:42:00Z
036d2e93-bd79-4123-8bb1-b1aca8cca9df,TV-200246,created,2026-07-03T08:24:00Z
d1b718e0-4fc8-44dc-83d2-78deb785852a,TV-200107,picked_up,2026-07-05T22:19:00Z
3c46700e-afe5-41e9-8a4a-7e31e0653587,TV-200266,created,2026-07-04T07:53:00Z
ed29b128-862b-4896-9bbe-0ab86531df08,TV-200124,in_transit,2026-07-06T15:59:00Z
ade821ec-a746-436c-9454-c1216400af69,TV-200302,picked_up,2026-07-06T05:55:00Z
195477ff-5b57-4a56-a40c-4d6a8b2af757,TV-200219,created,2026-07-06T08:00:00Z
2c8ed040-5333-4e75-9f32-fcd022e066f5,TV-200303,delivered,2026-07-05T02:08:00Z
4231773c-b389-46e5-81a0-6a05f2722e13,TV-200227,created,2026-07-04T10:50:00Z
92ad7360-5c7e-44af-9659-2c17bd78abcc,TV-200275,created,2026-07-03T21:54:00Z
1a388833-4e61-43c2-ad63-71a35dda532d,TV-200111,picked_up,2026-07-03T10:08:00Z
33187e0d-c02d-4666-af5f-6537d7b93af1,TV-200203,created,2026-07-06T00:05:00Z
3b8eef52-fe97-4a3c-b881-02ee2eabaad0,TV-200254,picked_up,2026-07-04T21:49:00Z
9426592e-45c4-479e-bf0b-1d573f6286c6,TV-200163,created,2026-07-06T15:11:00Z
2e7d75e2-1c72-46c1-b69a-b96b8022b708,TV-200159,in_transit,2026-07-06T18:07:00Z
7e1a3789-b37b-4a51-b903-1e05c41445ab,TV-200075,in_transit,2026-07-03T16:30:00Z
6f35f5f9-ce4b-4c66-9720-301e81f6f8f5,TV-200177,picked_up,2026-07-02T04:06:00Z
965df706-c239-4005-add8-e538ce20cf83,TV-200175,created,2026-07-03T15:08:00Z
c2e7aae5-9e2c-4d79-8b08-46ef43d9ac52,TV-200216,in_transit,2026-07-05T07:11:00Z
d572f595-acef-43b4-baa0-1d68c1c74143,TV-200196,created,2026-07-01T19:05:00Z
7490fef9-2ede-442f-9993-bac698dbedc3,TV-200014,created,2026-07-04T13:25:00Z
27aa492b-442f-4a75-a08a-7fd2e12cb8df,TV-200036,picked_up,2026-07-05T03:43:00Z
c9fd5803-9eb1-4b4a-9146-5b543327ee32,TV-200069,created,2026-07-02T04:24:00Z
61716c52-c0b4-4aa4-ad94-50d684fc1b45,TV-200177,created,2026-07-01T19:42:00Z
af0a44e2-4e4a-4528-b5b9-76d5cc6f51be,TV-200009,in_transit,2026-07-02T19:14:00Z
e45851a8-0b63-4043-b04b-caa95e20de6c,TV-200131,picked_up,2026-07-02T06:09:00Z
27d5899a-9256-4a5c-8bb4-6ff4690024fe,TV-200134,picked_up,2026-07-03T10:44:00Z
14d825be-fe92-4cb4-9177-b8f661d6ecbd,TV-200143,picked_up,2026-07-03T07:50:00Z
bc976f49-933f-46e8-8974-3480fc0cca6a,TV-200193,in_transit,2026-07-05T19:31:00Z
536f72b1-8563-45f7-87d3-7bc0abfc6f53,TV-200284,created,2026-07-02T08:38:00Z
78c54b7b-77aa-401a-a603-23105c225eed,TV-200119,in_transit,2026-07-06T17:29:00Z
b2f16190-e247-43ee-9e5d-d1283011179b,TV-200094,created,2026-07-04T00:55:00Z
849ecf87-5857-4ef7-a0c8-d5f2771b83b3,TV-200040,created,2026-07-04T01:09:00Z
0df5fd0f-ac07-40eb-bed8-e0c4159552e4,TV-200067,picked_up,2026-07-04T21:57:00Z
42e14d40-7f76-4c0b-8e10-56276852de36,TV-200025,picked_up,2026-07-01T22:07:00Z
0ab5d55f-6ccd-4224-9a79-56e20ef9dc67,TV-200074,failed,2026-07-03T23:35:00Z
411aad7e-7ce4-4040-a20a-43979131bed3,TV-200070,picked_up,2026-07-06T12:29:00Z
f23f568f-6447-477c-9af8-47e99ca5baad,TV-200034,in_transit,2026-07-02T10:39:00Z
41331ec3-229e-4c6f-bec4-eec3b929aa84,TV-200128,created,2026-07-03T03:12:00Z
422f0d37-2881-4650-96eb-e70a170c483e,TV-200250,created,2026-07-05T13:16:00Z
9105e95a-5f6e-446d-9d5e-417de1ec689a,TV-200229,picked_up,2026-07-05T07:28:00Z
4aa77cb0-672a-4825-bd09-712502c0aeef,TV-200101,picked_up,2026-07-05T13:50:00Z
1674bc8c-dbaa-44f2-9a41-a39950696d11,TV-200306,created,2026-07-04T17:26:00Z
041f2410-ecbd-4c09-a141-4e33e4eea75b,TV-200302,created,2026-07-06T04:31:00Z
c9267de0-faa5-4349-a6f5-75896c7338ae,TV-200134,created,2026-07-03T06:28:00Z
28f942d2-c0e5-49f1-b70a-44c1635dc119,TV-200074,picked_up,2026-07-03T17:29:00Z
5d9e6734-1443-4147-a2ab-979090a5b74d,TV-200030,created,2026-07-01T20:32:00Z
e8c6d1c0-7151-452f-9e8d-e762e64cce86,TV-200224,created,2026-07-04T06:37:00Z
7ea11600-3f1a-4c86-89a0-9b6d2b5c839d,TV-200041,created,2026-07-01T22:48:00Z
212cb177-de50-48a8-bd0c-00445d40e64f,TV-200279,created,2026-07-03T17:21:00Z
e490089a-48ce-41a3-a543-6e51ad8eb7b7,TV-200271,delivered,2026-07-04T22:07:00Z
fc96ddaf-088f-4d9c-8c51-a3faf986dbac,TV-200050,picked_up,2026-07-02T08:12:00Z
472cec31-b8ba-4537-9a23-c7baaa89cc8f,TV-200250,picked_up,2026-07-05T22:35:00Z
cf26ab39-c2c5-4174-8ede-938d3ed26fab,TV-200154,picked_up,2026-07-04T04:47:00Z
eac049e4-5a55-470b-93bb-9a6d927bed64,TV-200004,picked_up,2026-07-02T01:14:00Z
6132ebbb-62ae-4109-b2b9-93acdb413bb0,TV-200075,created,2026-07-03T09:54:00Z
cd8598ce-d0a2-4bd0-b573-aac7fcf25ab9,TV-200130,picked_up,2026-07-05T23:26:00Z
5d30e208-fd85-4376-a623-4d7cf7e17d30,TV-200241,created,2026-07-05T05:36:00Z
bccf91ca-61c4-4cdf-9918-4ba313e3697b,TV-200095,picked_up,2026-07-05T06:54:00Z
2b28c48f-7c36-40ff-997a-0be280c634c7,TV-200005,created,2026-07-04T02:23:00Z
ad79c421-dca3-4b43-85fa-71207f7d7b10,TV-200207,delivered,2026-07-03T16:51:00Z
25db8641-e34d-445f-955b-b575be3c191f,TV-200295,in_transit,2026-07-02T13:57:00Z
0c33a0a2-0a25-4df3-bb16-b46becf3491a,TV-200288,created,2026-07-06T05:39:00Z
c289349a-8351-4b7a-af75-2e8b76a83437,TV-200216,picked_up,2026-07-05T01:10:00Z
5c5bb91f-b588-4c61-b45c-4496010ced30,TV-200039,created,2026-07-06T05:31:00Z
d687729a-a119-4a9d-87c1-0cdee7444e23,TV-200008,created,2026-07-06T09:54:00Z
ef62e962-20d9-4093-b7a5-78bbbfb8b7f0,TV-200285,delivered,2026-07-06T12:37:00Z
173ad3d2-a7cc-408f-a10b-926665b47eda,TV-200111,in_transit,2026-07-03T11:51:00Z
d84e1b3f-0f3b-4357-8eb7-08a28c194d3d,TV-200195,delivered,2026-07-04T03:31:00Z
e065e574-e815-44d7-bbd0-b203f0f79383,TV-200113,picked_up,2026-07-01T18:53:00Z
4be42774-5578-42cb-b970-a40495bd3354,TV-200082,picked_up,2026-07-06T00:42:00Z
5817b08c-ff90-4d78-91b7-78eab5185def,TV-200211,created,2026-07-03T20:12:00Z
e96a057c-6449-459d-8142-88865acdab1b,TV-200217,created,2026-07-06T05:24:00Z
364d79bb-7a67-493f-95d3-e2c3076b9a4e,TV-200045,picked_up,2026-07-02T04:16:00Z
135a1001-2e51-43a3-941c-a9ab63f83eca,TV-200262,in_transit,2026-07-03T17:13:00Z
be5870bd-340f-440e-9a84-e27f97ffa192,TV-200153,in_transit,2026-07-03T17:59:00Z
2df1e470-66d2-40af-b3b8-6ff411b8a4d7,TV-200198,picked_up,2026-07-02T22:52:00Z
92ad7360-5c7e-44af-9659-2c17bd78abcc,TV-200275,created,2026-07-03T21:54:00Z
2ee0212d-bb79-48ed-b547-b9895223bfbe,TV-200126,created,2026-07-05T02:07:00Z
a458ae76-9248-4307-a253-b3ade7f8a76c,TV-200188,picked_up,2026-07-06T02:50:00Z
9154842d-19b9-47c6-88df-9f63b6503098,TV-200079,in_transit,2026-07-02T23:28:00Z
65572d73-fa26-4eb1-96bd-e44745e666d5,TV-200060,in_transit,2026-07-05T12:07:00Z
28bd6f49-b2e0-4910-87a9-9d3c9ce5603e,TV-200100,picked_up,2026-07-02T10:03:00Z
2edcc2fb-4d18-46fd-8871-6942c7c7aee9,TV-200087,in_transit,2026-07-03T09:50:00Z
5660864f-7e34-4055-91ad-e6e49fee35a0,TV-200274,in_transit,2026-07-04T23:37:00Z
21799174-2ec6-44cc-81de-03d660603b96,TV-200211,in_transit,2026-07-04T06:39:00Z
06255159-4888-409f-87ba-656a5697b677,TV-200218,created,2026-07-02T17:47:00Z
c28fb1c4-512e-43d6-affd-981604f6a0e6,TV-200017,created,2026-07-02T22:48:00Z
db44bbd9-82db-4007-8b73-2851004d61df,TV-200087,delivered,2026-07-03T11:36:00Z
79f8569e-bf3d-4017-aad4-43ec719e071b,TV-200283,created,2026-07-06T02:47:00Z
6cce9720-c999-4b33-b039-3204e8ad830e,TV-200013,created,2026-07-05T08:23:00Z
22d4dbd9-4564-4d71-9cce-532478535372,TV-200035,in_transit,2026-07-04T20:24:00Z
c349e14d-ac6b-4dca-b638-a4ef33ca895c,TV-200036,created,2026-07-04T23:29:00Z
39d61d12-afba-400d-a6c1-bc417f0dd367,TV-200106,created,2026-07-04T03:07:00Z
ac5e9f38-672e-498f-a065-4f3afa040f0a,TV-200180,created,2026-07-03T22:58:00Z
9a0efbe4-d04a-4cd1-9096-dfff8a39a2ac,TV-200045,created,2026-07-02T01:06:00Z
f88fed11-05ad-43ee-9736-e29c56ed73d1,TV-200033,in_transit,2026-07-04T00:11:00Z
3d47b7aa-9f0f-40cd-95aa-45ac4a6e492d,TV-200149,picked_up,2026-07-03T08:12:00Z
06b1b0a1-627a-4151-b778-19198b5c6792,TV-200161,created,2026-07-04T08:53:00Z
ade5bba4-3d88-49d7-85e0-98f898aff5d7,TV-200275,in_transit,2026-07-04T05:09:00Z
4315feb4-eefb-4dc9-878c-a1b75ee7ae38,TV-200281,created,2026-07-03T05:34:00Z
f263dda2-f001-47dc-a4a7-592303b9601d,TV-200219,in_transit,2026-07-06T20:06:00Z
8f033a47-735f-49e8-bcc3-9ad032e4a9ef,TV-200155,in_transit,2026-07-02T09:30:00Z
510dc1dc-0873-4e87-8a05-d76971e9de17,TV-200036,delivered,2026-07-05T06:04:00Z
a1b98424-a7ec-4b29-a32d-fb41ecbb6e66,TV-200058,picked_up,2026-07-02T04:31:00Z
1b832317-1c42-430f-8027-71ac0282ac8f,TV-200053,delivered,2026-07-03T13:46:00Z
0753090f-5a0a-48dc-b86a-5414c35dcdff,TV-200303,created,2026-07-04T09:47:00Z
e1f4e785-d6bc-49b6-b3e7-34dffd030e4c,TV-200114,created,2026-07-02T09:12:00Z
5a1280cb-477c-458b-abbc-37ea5f3a34ca,TV-200122,picked_up,2026-07-05T09:52:00Z
4173e5ad-c73c-4492-8bda-fc031eb55d32,TV-200279,picked_up,2026-07-03T19:51:00Z
4f118c7a-2bff-4d73-b7c2-8aa4ec980608,TV-200006,created,2026-07-05T14:51:00Z
df37f808-e1ab-48e8-8703-85595dcc24d7,TV-200024,delivered,2026-07-04T00:46:00Z
f200990e-454d-40f7-a341-f2d69f275bb0,TV-200256,picked_up,2026-07-05T05:29:00Z
e8bda35e-5f3f-4fee-b2dc-97cca7163ed2,TV-200086,picked_up,2026-07-05T08:54:00Z
f7f32379-a55d-45ea-bfd6-6d404fba13ba,TV-200308,created,2026-07-03T19:31:00Z
ef9550dc-2a92-4851-b435-2231ad8953c9,TV-200304,picked_up,2026-07-04T01:18:00Z
f889340b-ed26-44e6-9e58-49e2e9c7f7d2,TV-200144,in_transit,2026-07-05T15:01:00Z
a9498613-ece6-498a-9864-0b19d266b93e,TV-200012,picked_up,2026-07-03T12:34:00Z
9e915a50-773c-4da4-afb8-9eaf63e0bd05,TV-200027,picked_up,2026-07-03T23:40:00Z
f162c150-9650-41cc-bb4a-649cd0159596,TV-200180,in_transit,2026-07-04T09:04:00Z
47fc31a6-a9bf-41dd-b64d-fd9a3b4e333b,TV-200029,created,2026-07-06T13:32:00Z
d0962424-e39d-4c0f-8982-e146b17797c5,TV-200289,picked_up,2026-07-06T09:59:00Z
a502a1b3-96af-42df-9006-913aeabbd6ab,TV-200153,picked_up,2026-07-03T09:40:00Z
9da07a3f-8cc5-4518-8023-0ff5b29ef257,TV-200066,picked_up,2026-07-02T06:46:00Z
8fc10d9c-2332-48d9-835f-639e6abc7f6f,TV-200244,picked_up,2026-07-02T06:06:00Z
8d28a887-020e-4800-ad45-923a5d82050e,TV-200201,created,2026-07-06T14:13:00Z
7311c7b3-7561-44cc-906f-d7164ad49c26,TV-200210,picked_up,2026-07-02T06:10:00Z
cc3f508d-f44d-493e-924a-8b7bbfcd9a57,TV-200245,picked_up,2026-07-04T02:54:00Z
912c40f6-2516-4d5c-acee-71f09af354a1,TV-200062,delivered,2026-07-03T12:31:00Z
8d70656a-001a-46db-a196-dde7fe2b168f,TV-200165,created,2026-07-05T05:15:00Z
f4ef577f-b190-445a-adca-b202d66280f6,TV-200143,created,2026-07-03T03:16:00Z
a630c0b4-ad77-4fe2-9aef-4b68f2fca1de,TV-200274,picked_up,2026-07-04T16:56:00Z
0330fef6-2532-4865-81c9-909d730d2b34,TV-200301,in_transit,2026-07-03T01:26:00Z
386b0ab5-b16c-44ec-9ac2-b44013e9c42a,TV-200107,in_transit,2026-07-06T00:49:00Z
5c6e7988-613d-4a4f-b0dc-cc7c6d697b9a,TV-200005,picked_up,2026-07-04T02:49:00Z
2dd6fd36-ba91-4f23-85dd-610ed58cf3e8,TV-200066,failed,2026-07-02T10:15:00Z
17cab0e4-1f71-445d-be91-c57a645f1baf,TV-200074,created,2026-07-03T13:16:00Z
a7835b52-668e-4a80-a7b5-9938fc3b583a,TV-200096,picked_up,2026-07-04T08:20:00Z
1d0477d0-33e7-44fe-8bb6-f45ad7f9449b,TV-200019,delivered,2026-07-05T17:44:00Z
6021727d-8cf1-4574-aef7-f307dee6df2b,TV-200288,picked_up,2026-07-06T12:15:00Z
92a88274-58d6-48f0-b83c-705d762f789f,TV-200197,picked_up,2026-07-06T04:29:00Z
60152241-b2e9-4b71-be3e-bd2c5ca6f58b,TV-200278,created,2026-07-05T09:25:00Z
497359df-c06e-4b09-9f79-1a2782809bc5,TV-200162,created,2026-07-02T01:43:00Z
c4a7cb15-61c0-4977-9a5f-6aa9c23f4012,TV-200179,delivered,2026-07-05T10:27:00Z
eff51743-e597-4fc7-a4c1-656e586ae5ec,TV-200063,picked_up,2026-07-02T21:23:00Z
ecad0460-8227-49d1-8a33-c0b495a8c7df,TV-200022,created,2026-07-03T20:25:00Z
60d5d8d7-1feb-4c3b-9c2c-437b2ebf5cb0,TV-200004,delivered,2026-07-02T18:21:00Z
f7a27cad-15ed-49d4-b3d9-85689349e047,TV-200074,in_transit,2026-07-03T21:37:00Z
15a1d135-cd04-4d75-b30d-63715eab5d1f,TV-200060,picked_up,2026-07-05T07:17:00Z
b52ded4d-43f0-4ed9-abf7-194b045488e2,TV-200223,picked_up,2026-07-04T15:30:00Z
68017ca9-9988-45f3-9408-a41bdd05cc77,TV-200051,in_transit,2026-07-02T17:29:00Z
5dd9dab2-2485-468c-9637-6e9f06652592,TV-200015,in_transit,2026-07-05T19:08:00Z
90946647-c11c-4056-ae45-384bccf61241,TV-200198,delivered,2026-07-03T05:28:00Z
5a93f3c4-cf83-41d0-aa03-3a433fc22bd3,TV-200280,in_transit,2026-07-06T02:35:00Z
83ede115-347b-4ccf-a166-1e0982b6faa8,TV-200011,delivered,2026-07-03T04:24:00Z
6df13acd-4027-4cdd-96d8-c81798bca7fd,TV-200186,created,2026-07-01T20:08:00Z
b5717ee9-8d1c-49c8-99cb-1fc5af8657b5,TV-200041,picked_up,2026-07-02T06:00:00Z
a119f25c-a45a-4c36-a7f7-2ed794a50593,TV-200218,delivered,2026-07-03T02:56:00Z
37c75b2a-89ef-491a-a9d5-82611daf2c83,TV-200072,created,2026-07-06T03:15:00Z
45aebab2-612b-408e-8cbb-35b45a6a5d38,TV-200158,delivered,2026-07-06T01:04:00Z
2814d058-d6c4-4ee3-9f8e-c37431202ef7,TV-200140,created,2026-07-04T09:12:00Z
49b7202c-9612-4012-8982-527884202fb0,TV-200033,picked_up,2026-07-03T16:23:00Z
82db19bf-fb7c-44f9-b83f-3af337314786,TV-200310,in_transit,2026-07-06T00:59:00Z
8da605c1-984e-41fa-bc0c-723ada639100,TV-200028,picked_up,2026-07-01T22:35:00Z
1b9b5a41-c649-458b-b43d-1332369f2407,TV-200212,delivered,2026-07-02T19:28:00Z
